FID,field_number,health_category,category_confidence,date,tsn,organization,geom
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b82,KXD0118,Biotoxin,Diagnosed,2007-04-26,555654,SWFSC,POINT (-117.3 33.05)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b81,KXD0134,Biotoxin,Suspected,2007-07-09,555654,SWFSC,POINT (-117.133333 32.616666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b80,SW120351,Infectious Disease - known pathogen,Diagnosed,2012-04-23,555654,SWFSC,POINT (-117.3 33.05)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b7f,KXD0128,Biotoxin,Suspected,2007-06-30,555654,SWFSC,POINT (-117.133333 32.616666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b7e,KXD0200,Trauma - human interaction,Diagnosed,2011-03-04,555654,SWFSC,POINT (-117.15 32.6)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b7d,KXD0183,Infectious Disease - known pathogen,Diagnosed,2010-05-09,555654,SWFSC,POINT (-117.266666 32.966666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b7c,NEB0031,Trauma - human interaction,Diagnosed,2011-06-06,555654,SWFSC,POINT (-117.25 32.916666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b7b,KXD0199,Trauma - human interaction,Diagnosed,2011-03-04,555654,SWFSC,POINT (-117.15 32.6)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b7a,KXD0168,Trauma - human interaction,Diagnosed,2009-06-03,555654,SWFSC,POINT (-117.133333 32.583333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b79,KXD0144,Trauma - human interaction,Diagnosed,2008-03-02,555654,SWFSC,POINT (-117.133333 32.566666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b78,C-338,Unknown,Diagnosed,2010-12-11,555654,TMMC,POINT (-120.879 35.413)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b77,SJC0019,Trauma - human interaction,Diagnosed,2007-11-24,555654,SWFSC,POINT (-117.35 33.15)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b76,2010-26,Biotoxin,Unknown,2010-08-02,555654,SBMNH,POINT (-120.396423 34.452143)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b75,SW060046,Infectious Disease - non-specific,Diagnosed,2006-01-15,555654,SWFSC,POINT (-118.533333 34.033333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b74,JPD0444,Biotoxin,Diagnosed,2005-06-06,555654,SWFSC,POINT (-118.516666 34.016666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b73,2010-25,Biotoxin,Unknown,2010-07-31,555654,SBMNH,POINT (-120.396423 34.452143)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b72,2005-09,Biotoxin,Unknown,2005-06-22,555654,SBMNH,POINT (-119.9202 34.4321)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b71,KXD0143,Biotoxin,Suspected,2008-01-28,555654,SWFSC,POINT (-117.316666 33.083333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b70,KXD0130,Trauma - other,Diagnosed,2007-07-05,555654,SWFSC,POINT (-117.35 33.15)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b6f,KXD0122,Trauma - human interaction,Diagnosed,2007-05-30,555654,SWFSC,POINT (-117.316666 33.1)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b6e,2008-05,Unknown,Unknown,2008-02-29,555654,SBMNH,POINT (-119.82907 34.416787)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b6d,2008-07,Unknown,Unknown,2008-04-09,555654,SBMNH,POINT (-119.6433 34.41663)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b6c,2009-21,Unknown,Unknown,2009-07-01,555654,SBMNH,POINT (-120.893555 35.256759)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b6b,2008-17,Unknown,Unknown,2008-08-11,555654,SBMNH,POINT (-120.893555 35.256759)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b6a,SWC-DC-09-126B,Infectious disease - non-specific,Suspected,2009-06-08,555654,SWC,POINT (-117.26276 32.8077)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b69,2010-08,Other,Unknown,2010-04-22,555654,SBMNH,POINT (-119.5864 34.41594)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b68,KXD0198,Trauma - human interaction,Diagnosed,2011-03-04,555654,SWFSC,POINT (-117.15 32.6)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b67,2009-08,Biotoxin,Unknown,2009-03-22,555654,SBMNH,POINT (-119.47858 34.37338)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b66,2006-12,Unknown,Unknown,2006-11-22,555654,SBMNH,POINT (-120.7339 35.1786)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b65,KXD0226,Trauma - other,Diagnosed,2012-11-08,555654,SWFSC,POINT (-117.25 32.9)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b64,2006-01,Unknown,Unknown,2006-04-06,555654,SBMNH,POINT (-120.6694 35.1523)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b63,C-225,Trauma - other,Diagnosed,2007-02-14,555654,TMMC,POINT (-121.129 35.597)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b62,2008-30,Unknown,Unknown,2008-10-21,555654,SBMNH,POINT (-119.879573 34.407748)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b61,JHY0005,Other,Diagnosed,2009-06-20,555654,SWFSC,POINT (-117.133333 32.566666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b60,2005-14,Unknown,Unknown,2005-08-16,555654,SBMNH,POINT (-119.8866 34.4157)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b5f,SWC-DC-06-59B,Biotoxin,Suspected,2006-04-17,555654,SWC,POINT (-117.253 32.78633333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b5e,SWC-DC-09-127B,Unknown,Unknown,2009-06-08,555654,SWC,POINT (-117.3381167 33.1359)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b5d,SW100075,Infectious Disease - known pathogen,Diagnosed,2010-01-30,555654,SWFSC,POINT (-117.283333 32.983333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b5c,2005-08,Biotoxin,Unknown,2005-06-20,555654,SBMNH,POINT (-119.8407 34.4122)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b5b,KXD0141,Trauma - human interaction,Diagnosed,2007-12-21,555654,SWFSC,POINT (-117.333333 33.133333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b5a,KXD0091,Infectious Disease - non-specific,Diagnosed,2005-05-09,180438,SWFSC,POINT (-117.25 32.866666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b59,KXD0054,Biotoxin,Suspected,2003-11-04,180438,SWFSC,POINT (-117.266666 32.983333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b58,WFP0583,Other,Diagnosed,1978-09-08,180438,SWFSC,POINT (-117.316666 33.083333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b57,LJH0054,Infectious Disease - non-specific,Suspected,1982-06-02,180438,SWFSC,POINT (-117.6 33.383333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b56,KXD0096,Other,Diagnosed,2005-07-14,180438,SWFSC,POINT (-117.3 33.066666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b55,SWC-DD-07-151B,Biotoxin,Suspected,2007-06-19,180438,SWC,POINT (-117.25955 32.92165)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b54,SWC-Dd-0592B,Infectious disease - non-specific,Suspected,2005-05-19,180438,SWC,POINT (-117.26944 32.972802)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b53,C-263,Other,Suspected,2008-06-29,180438,TMMC,POINT (-120.629 35.047)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b52,SWC-Dd-09147B,Unknown,Unknown,2009-07-31,180438,SWC,POINT (-117.26944 32.972802)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b51,SW04002,Unknown,Diagnosed,2004-01-05,180438,SWFSC,POINT (-117.583333 33.383333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b50,SW01072,Other,Diagnosed,2001-03-10,180438,SWFSC,POINT (-117.3 33.033333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b4f,KXD0059,Trauma - human interaction,Diagnosed,2004-03-13,180438,SWFSC,POINT (-117.266666 33)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b4e,KXD0129,Other,Diagnosed,2007-06-28,180438,SWFSC,POINT (-117.316666 33.1)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b4d,HJB0003,Other,Diagnosed,1984-11-06,180438,SWFSC,POINT (-117.55 33.366666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b4c,SW050587,Other,Diagnosed,2005-07-10,180438,SWFSC,POINT (-117.416666 33.233333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b4b,2006-14,Unknown,Unknown,2007-12-16,180438,SBMNH,POINT (-120.8752 35.4146)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b4a,SWC-Dd-0116B,Other,Diagnosed,2001-03-07,180438,SWFSC,POINT (-117.25 32.883333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b49,SWC-Dd-07151B,Biotoxin,Suspected,2007-06-19,180438,SWFSC,POINT (-117.266666 32.916666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b48,C-197,Unknown,Suspected,2005-01-08,180438,TMMC,POINT (-120.905 35.437)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b47,WFP0595,Infectious Disease - non-specific,Suspected,1979-05-11,180438,SWFSC,POINT (-117.3 33.05)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b46,SWC-Dd-05116B,Infectious Disease - known pathogen,Diagnosed,2005-07-11,180438,SWC,POINT (-117.26944 32.972802)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b45,HJB0032,Other,Suspected,1986-05-02,180438,SWFSC,POINT (-117.333333 33.133333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b44,JRH0141,Unknown,Diagnosed,1981-05-25,180438,SWFSC,POINT (-117.266666 32.8)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b43,JRH0074,Unknown,Diagnosed,1980-08-13,180438,SWFSC,POINT (-117.233333 32.7)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b42,SW041118,Biotoxin,Suspected,2004-09-29,180438,SWFSC,POINT (-117.35 33.15)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b41,SWC-Dsp-DOA-5-26-02,Biotoxin,Suspected,2002-05-26,180438,SWFSC,POINT (-117.25 32.9)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b40,SW03585,Other,Diagnosed,2003-06-23,180438,SWFSC,POINT (-117.25 32.766666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b3f,C-215,Unknown,Suspected,2006-04-04,180438,TMMC,POINT (-120.681 35.151)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b3e,KXD0101,Infectious Disease - non-specific,Diagnosed,2006-02-22,180438,SWFSC,POINT (-117.5 33.333333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b3d,KXD0164,Other,Diagnosed,2009-04-27,180438,SWFSC,POINT (-117.266666 32.933333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b3c,SWC-DD-06-147B,Infectious Disease - known pathogen,Diagnosed,2006-12-27,180438,SWC,POINT (-117.2583333 32.77016667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b3b,JHY0011,Trauma - human interaction,Diagnosed,2009-07-29,180437,SWFSC,POINT (-117.25 32.883333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b3a,NUC0390,Other,Diagnosed,1974-10-18,180437,SWFSC,POINT (-117.25 32.866666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b39,HJB0010,Other,Diagnosed,1985-03-20,180437,SWFSC,POINT (-117.566666 33.366666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b38,NUC0409,Infectious Disease - non-specific,Diagnosed,1976-07-11,180437,SWFSC,POINT (-117.566666 33.366666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b37,HJB0001,Other,Diagnosed,1984-07-19,180437,SWFSC,POINT (-117.316666 33.1)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b36,NUC0385,Infectious Disease - non-specific,Diagnosed,1974-04-27,180437,SWFSC,POINT (-117.216666 32.683333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b35,C-318,Unknown,Suspected,2010-04-21,180521,TMMC,POINT (-123.27898 38.53551)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b34,C-234,Trauma - human interaction,Diagnosed,2007-06-01,180521,TMMC,POINT (-122.493 37.825)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b33,C-317,Unknown,Diagnosed,2010-04-20,180521,TMMC,POINT (-122.428 37.815)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b32,C-216,Unknown,Suspected,2006-04-20,180521,TMMC,POINT (-122.423 37.827)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b31,C-232,Other,Diagnosed,2007-05-23,180521,TMMC,POINT (-122.39 37.923)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b30,C-232,Trauma - human interaction,Diagnosed,2007-05-23,180521,TMMC,POINT (-122.39 37.923)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b2f,C-320,Unknown,Suspected,2010-05-12,180521,TMMC,POINT (-122.4395 37.8553)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b2e,KZP0068,Trauma - human interaction,Suspected,1999-12-12,180521,SWFSC,POINT (-117.233333 32.666666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b2d,CLH0059,Trauma - human interaction,Diagnosed,1961-03-31,180521,SWFSC,POINT (-117.15 32.633333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b2c,KZP0041,Trauma - other,Diagnosed,1996-01-30,180521,SWFSC,POINT (-121.116666 35.583333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b2b,C-219,Malnutrition,Suspected,2006-09-10,180521,TMMC,POINT (-123.08293 38.38421)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b2a,CLH0063,Trauma - human interaction,Diagnosed,1963-06-14,180521,SWFSC,POINT (-117.283333 32.816666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b29,C-198,Infectious Disease - non-specific,Diagnosed,2005-01-12,180521,TMMC,POINT (-121.792 36.805)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b28,HJB0009,Trauma - human interaction,Diagnosed,1985-01-28,180521,SWFSC,POINT (-117.4 33.216666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b27,C-198,Other,Diagnosed,2005-01-12,180521,TMMC,POINT (-121.792 36.805)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b26,HJB0045,Trauma - human interaction,Diagnosed,1987-04-17,180521,SWFSC,POINT (-117.333333 33.133333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b25,C-239,Unknown,Suspected,2007-06-25,180521,TMMC,POINT (-122.973 37.993)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b24,CLH0062,Trauma - human interaction,Diagnosed,1963-03-14,180521,SWFSC,POINT (-117.25 32.683333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b23,C-322,Trauma - other,Diagnosed,2010-05-17,180521,TMMC,POINT (-122.51 37.824)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b22,C-199,Unknown,Suspected,2005-02-22,180521,TMMC,POINT (-122.99 38.2416)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b21,XXX0010,Trauma - human interaction,Diagnosed,1992-02-26,180521,SWFSC,POINT (-117.333333 32.7)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b20,HJB0012,Trauma - human interaction,Diagnosed,1985-04-04,180521,SWFSC,POINT (-117.25 32.733333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b1f,2010-04,Other,Unknown,2010-02-18,180521,SBMNH,POINT (-119.83596 34.41569)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b1e,SSL-28,Other,Diagnosed,2009-06-04,180625,TMMC,POINT (-122.337 37.108)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b1d,SSL-29,Biotoxin,Diagnosed,2010-07-22,180625,TMMC,POINT (-122.36 37.15)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b1c,SSL-24,Infectious Disease - non-specific,Diagnosed,2006-06-27,180625,TMMC,POINT (-122.334 37.111)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b1b,SSL-24,Malnutrition,Diagnosed,2006-06-27,180625,TMMC,POINT (-122.334 37.111)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b1a,SSL-29,Other,Diagnosed,2010-07-22,180625,TMMC,POINT (-122.36 37.15)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b19,SSL-26,Malnutrition,Diagnosed,2008-01-28,180625,TMMC,POINT (-120.63 35.1)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b18,SSL-30,Trauma - other,Diagnosed,2010-08-12,180625,TMMC,POINT (-122.51752 37.52313)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b17,SSL-23,Unknown,Suspected,2006-06-23,180625,TMMC,POINT (-122.334 37.111)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b16,C-245,Other,Diagnosed,2007-09-23,180466,TMMC,POINT (-124.120574 41.040388)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b15,JEH0429,Trauma - human interaction,Diagnosed,1991-01-08,180457,SWFSC,POINT (-117.283333 32.85)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b14,KXD0127,Trauma - human interaction,Diagnosed,2007-06-26,180457,SWFSC,POINT (-117.633333 33.433333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b13,C-332,Infectious Disease - non-specific,Diagnosed,2010-08-29,180457,TMMC,POINT (-121.809 36.701)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b12,SWC-GG-08-122B,Unknown,Unknown,2008-10-18,180457,SWC,POINT (-117.2955833 32.83566667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b11,C-333,Other,Diagnosed,2010-09-15,180457,TMMC,POINT (-123.037725 38.313439)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b10,KXD0020,Trauma - human interaction,Diagnosed,2002-02-07,180457,SWFSC,POINT (-117.566666 33.366666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b0f,C-220,Biotoxin,Diagnosed,2006-11-25,180457,TMMC,POINT (-121.969 36.582)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b0e,2008-06,Unknown,Unknown,2008-03-30,180457,SBMNH,POINT (-119.098 34.09982)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b0d,HJB0005,Other,Diagnosed,1984-12-17,180491,SWFSC,POINT (-117.133333 32.566666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b0c,JHY0001,Infectious Disease - non-specific,Diagnosed,2008-10-21,180444,SWFSC,POINT (-117.266666 32.8)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b0b,C-255,Trauma - other,Diagnosed,2008-05-10,180444,TMMC,POINT (-122.41 37.24)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b0a,KZP0029,Infectious Disease - non-specific,Suspected,1993-09-28,180444,SWFSC,POINT (-117.25 32.866666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b09,KXD0162,Infectious Disease - non-specific,Diagnosed,2009-02-17,180444,SWFSC,POINT (-117.25 32.916666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b08,C-242,Other,Diagnosed,2007-07-21,180444,TMMC,POINT (-120.871 35.383)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b07,LJH0077,Infectious Disease - non-specific,Suspected,1983-01-12,180444,SWFSC,POINT (-117.25 32.916666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b06,C-242,Infectious Disease - non-specific,Diagnosed,2007-07-21,180444,TMMC,POINT (-120.871 35.383)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b05,SWC-LO-08-144B,Unknown,Unknown,2008-12-30,180444,SWC,POINT (-117.2588333 32.85375)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b04,C-326,Infectious Disease - non-specific,Diagnosed,2010-07-22,180444,TMMC,POINT (-120.874 35.4)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b03,2008-03,Unknown,Unknown,2008-02-14,180444,SBMNH,POINT (-120.8884 35.4351)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b02,KXD0150,Infectious Disease - non-specific,Diagnosed,2008-05-28,180444,SWFSC,POINT (-117.316666 33.1)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b01,KXD0007,Trauma - human interaction,Diagnosed,2001-02-26,180444,SWFSC,POINT (-117.25 32.883333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7b00,SW060088,Infectious Disease - non-specific,Diagnosed,2006-02-15,180454,SWFSC,POINT (-117.4 33.216666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7aff,C-247,Infectious Disease - known pathogen,Diagnosed,2007-10-01,180454,TMMC,POINT (-122.969 38.245)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7afe,2010-13,Unknown,Unknown,2010-06-16,180454,SBMNH,POINT (-119.687797 34.411647)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7afd,2009-17,Unknown,Unknown,2009-05-22,180454,SBMNH,POINT (-120.0488 34.008391)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7afc,2009-16,Unknown,Unknown,2009-05-22,180454,SBMNH,POINT (-120.04778 34.0071)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7afb,2009-15,Unknown,Unknown,2009-05-22,180454,SBMNH,POINT (-120.04778 34.0071)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7afa,2009-14,Unknown,Unknown,2009-05-22,180454,SBMNH,POINT (-120.04778 34.0071)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7af9,SWC-LB-06-11B,Infectious Disease - known pathogen,Diagnosed,2006-02-15,180454,SWC,POINT (-117.4071333 33.22271667)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7af8,SW060524,Infectious Disease - non-specific,Diagnosed,2006-05-21,180454,SWFSC,POINT (-117.866666 33.583333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7af7,KXD0017,Malnutrition,Diagnosed,2001-12-07,180454,SWFSC,POINT (-117.133333 32.616666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7af6,SWC-Lb-06101B,Infectious disease - non-specific,Diagnosed,2006-05-21,180454,SWC,POINT (-117.26944 32.972802)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7af5,C-247,Trauma - other,Diagnosed,2007-10-01,180454,TMMC,POINT (-122.969 38.245)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7af4,2008-01,Unknown,Unknown,2008-01-30,180454,SBMNH,POINT (-119.5349 33.2837)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7af3,C-221,Other,Diagnosed,2006-11-27,180454,TMMC,POINT (-122.644 37.898)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7af2,C-303,Unknown,Diagnosed,2009-08-02,180454,TMMC,POINT (-122.783 37.953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7af1,C-246,Unknown,Suspected,2007-09-30,180530,TMMC,POINT (-122.493 37.654)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7af0,C-248,Unknown,Suspected,2007-10-11,180530,TMMC,POINT (-122.495 37.666)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7aef,2010-27,Unknown,Unknown,2010-08-05,180530,SBMNH,POINT (-120.6343 35.0245)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7aee,C-319,Unknown,Suspected,2010-04-30,180530,TMMC,POINT (-122.3595 37.15337)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7aed,C-249,Trauma - human interaction,Diagnosed,2007-10-10,180530,TMMC,POINT (-122.795 37.974)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7aec,C-327,Trauma - human interaction,Diagnosed,2010-07-25,180530,TMMC,POINT (-122.6023 37.8756)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7aeb,C-211,Unknown,Suspected,2005-08-13,180530,TMMC,POINT (-122.451 37.447)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7aea,SWC-Ma-0577B,Infectious Disease - known pathogen,Diagnosed,2005-05-08,180672,SWC,POINT (-117.26944 32.972802)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7ae9,ES-2989,Malnutrition,Diagnosed,2010-03-07,180672,TMMC,POINT (-121.186 35.638)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7ae8,ES-2989,Other,Diagnosed,2010-03-07,180672,TMMC,POINT (-121.186 35.638)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7ae7,ES-2999,Other,Diagnosed,2010-03-11,180672,TMMC,POINT (-121.188 35.64)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7ae6,ES-2729,Malnutrition,Diagnosed,2008-03-09,180672,TMMC,POINT (-121.19 35.642)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7ae5,ES-2729,Infectious Disease - non-specific,Diagnosed,2008-03-09,180672,TMMC,POINT (-121.19 35.642)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7ae4,ES-3044,Malnutrition,Suspected,2010-03-26,180672,TMMC,POINT (-122.511 37.762)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7ae3,ES-2487,Infectious Disease - known pathogen,Diagnosed,2005-05-19,180672,TMMC,POINT (-122.517 37.765)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7ae2,ES-2549,Malnutrition,Diagnosed,2006-03-24,180672,TMMC,POINT (-121.893 36.604)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7ae1,ES-2719,Trauma - other,Diagnosed,2008-02-23,180672,TMMC,POINT (-122.307 37.116)
