County Name,Water Body Name,Advisory Level,Incident Updated On,Bloom Determined By,BloomLastVerifiedOn,Description,Water Body Manager_Clean,Rec Land Manager_Clean,County Name,Has Contact With Water,Incident Information,Is Incident Resoloved,First Report,Water Body Name,Rec Land Manager,Regional Water Board,TypeofSign,Water Body Manager,Water Body Type,DetailStaticText,Latitude1,Longitude1
Trinity,"Mad River, near Tule Divide Rd",Last verified >90 days ago,4/26/2021,Observation,4/26/2021,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,NA,NA,Trinity,FALSE,"Watershed upstream was impacted by intense wildfire in the Fall 2020. Samples collected and sent to lab for analysis.

Results:",FALSE,4/22/2021,"Mad River, near Tule Divide Rd",,Region 1 - North Coast,CAUTION,,River,Detail,40,-123
Trinity,"Ruth Lake, at Dillon Cove",Last verified >30 days ago,7/6/2021,Both,6/28/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Trinity County Environmental Health,NA,Trinity,FALSE,"As part of the Freshwater Harmful Algal Bloom (FHAB) pre-holiday assessments, Trinity County Environmental Health collected samples for cyanotoxin analysis. Results are below.

6/28/2021: Anatoxins, cylindrospermopsins, microcystins and saxitoxins were not detected; no posting.",FALSE,6/28/2021,"Ruth Lake, at Dillon Cove",,Region 1 - North Coast,NONE,Trinity County Environmental Health,Lake,Detail,40,-123
Trinity,"Ruth Lake, East Beach",Last verified >30 days ago,7/6/2021,Both,6/28/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Trinity County Environmental Health,NA,Trinity,FALSE,"As part of the Freshwater Harmful Algal Bloom (FHAB) pre-holiday assessments, Trinity County Environmental Health collected samples for cyanotoxin analysis. Results are below.

6/28/2021: Anatoxins, cylindrospermopsins, microcystins and saxitoxins were not detected; no posting.",FALSE,6/28/2021,"Ruth Lake, East Beach",,Region 1 - North Coast,NONE,Trinity County Environmental Health,Lake,Detail,40,-123
Trinity,"Ruth Lake, eastern side along hwy 504",Last verified >90 days ago,4/26/2021,Observation,4/26/2021,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,NA,NA,Trinity,TRUE,"Watershed upstream was impacted by intense wildfire in the Fall 2020. Samples collected and sent to lab for analysis.

Results:",FALSE,4/22/2021,"Ruth Lake, eastern side along hwy 504",,Region 1 - North Coast,CAUTION,,Lake,Detail,40,-123
Trinity,"Ruth Lake, North",Last verified >30 days ago,5/27/2021,Both,5/18/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,Trinity County Environmental Health,Trinity,FALSE,"As part of the Freshwater Harmful Algal Bloom (HAB) Program's pre-holiday assessment, Trinity County Environmental Health staff collected water samples at Ruth Lake. Lab results are provided below for samples collected at this site.

5/26/2021: Lab results did not detect cyanotoxins. Field observations noted algal mats at the sampling site and microscopy confirmed cyanobacteria. Waterboards recommends posting General Awareness signs.",FALSE,5/18/2021,"Ruth Lake, North",Trinity County Environmental Health,Region 1 - North Coast,See incident details,,,Detail,40,-123
Trinity,"Ruth Lake, South",Last verified >30 days ago,5/27/2021,Both,5/18/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,Trinity County Environmental Health,Trinity,FALSE,"As part of the Freshwater Harmful Algal Bloom (HAB) Program's pre-holiday assessment, Trinity County Environmental Health staff collected water samples at Ruth Lake. Lab results are provided below for samples collected at this site.

5/26/2021: Lab results did not detect cyanotoxins. Field observations noted algal mats at the sampling site and microscopy confirmed cyanobacteria. Waterboards recommends posting General Awareness signs.",FALSE,5/18/2021,"Ruth Lake, South",Trinity County Environmental Health,Region 1 - North Coast,See incident details,,,Detail,40,-123
Trinity,"Ruth Lake, South Lake",Last verified >30 days ago,7/6/2021,Both,6/28/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Trinity County Environmental Health,NA,Trinity,FALSE,"As part of the Freshwater Harmful Algal Bloom (FHAB) pre-holiday assessments, Trinity County Environmental Health collected samples for cyanotoxin analysis. Results are below.

6/28/2021: Anatoxins, cylindrospermopsins, microcystins and saxitoxins were not detected; no posting.",FALSE,6/28/2021,"Ruth Lake, South Lake",,Region 1 - North Coast,NONE,Trinity County Environmental Health,Lake,Detail,40,-123
Trinity,Secret Gulch,Last verified >90 days ago,4/26/2021,Observation,4/26/2021,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,NA,NA,Trinity,FALSE,"Watershed upstream was impacted by intense wildfire in the Fall 2020. Samples collected and sent to lab for analysis.

Results:",FALSE,4/22/2021,Secret Gulch,,Region 1 - North Coast,CAUTION,,,Detail,,
Trinity,SF Trinity River at Hwy 299 crossing,Caution,7/15/2021,Both,7/7/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Trinity County,Trinity,FALSE,"Trinity County conducted montioring of the river for potential bloom due to nearby dog illness report. Staff observed algal mats and collected samples. Lab testing detected low concentration of cyanotoxins. Recommend posting ""Toxic algae alert"" or ""Caution"" advisory.",FALSE,7/7/2021,SF Trinity River at Hwy 299 crossing,Trinity County,Region 1 - North Coast,Caution,,,Detail,41,-124
Trinity,SF Trinity River at hwy 299 east bank,Caution,7/15/2021,Both,7/7/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Trinity County,Trinity,FALSE,"Trinity County conducted montioring of the river for potential bloom due to nearby dog illness report. Staff observed algal mats and collected samples. Lab testing detected low concentration of cyanotoxins. Recommend posting ""Toxic algae alert"" or ""Caution"" advisory.",FALSE,7/7/2021,SF Trinity River at hwy 299 east bank,Trinity County,Region 1 - North Coast,Caution,,,Detail,41,-124
Trinity,SF Trinity River at Marin Rd,Caution,7/15/2021,Both,7/7/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Trinity County,Trinity,FALSE,"Trinity County conducted montioring of the river for potential bloom due to nearby dog illness report. Staff observed algal mats and collected samples. Lab testing detected low concentration of cyanotoxins. Recommend posting ""Toxic algae alert"" or ""Caution"" advisory.",FALSE,7/7/2021,SF Trinity River at Marin Rd,Trinity County,Region 1 - North Coast,Caution,,,Detail,41,-124
Trinity,SF Trinity River south of hwy 299 west bank,Caution,7/22/2021,Both,7/7/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,Trinity County,Trinity,FALSE,"Trinity County conducted monitoring of the river for potential bloom due to nearby dog illness report. Staff observed algal mats and collected samples. Lab testing detected low concentration of cyanotoxins. Recommend posting ""Toxic algae alert"" or ""Caution"" advisory.",FALSE,7/7/2021,SF Trinity River south of hwy 299 west bank,Trinity County,Region 1 - North Coast,Caution,,,Detail,41,-124
Trinity,"Trinity Lake, at Estrallita",Last verified >30 days ago,7/6/2021,Both,6/25/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Trinity County Environmental Health,NA,Trinity,FALSE,"As part of the Freshwater Harmful Algal Bloom (FHAB) pre-holiday assessments, Trinity County Environmental Health collected samples for cyanotoxin analysis. Results are below.

6/25/2021: Anatoxins, cylindrospermopsins, microcystins and saxitoxins were not detected; no posting.",FALSE,6/25/2021,"Trinity Lake, at Estrallita",,Region 1 - North Coast,NONE,Trinity County Environmental Health,Lake,Detail,41,-123
Trinity,"Trinity Lake, Bowerman Buck",Last verified >30 days ago,7/6/2021,Both,6/25/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Trinity County Environmental Health,NA,Trinity,FALSE,"As part of the Freshwater Harmful Algal Bloom (FHAB) pre-holiday assessments, Trinity County Environmental Health collected samples for cyanotoxin analysis. Results are below.

6/25/2021: Anatoxins, cylindrospermopsins and saxitoxins were not detected. Microcystins were detected (0.24 ug/L) but at concentrations below recommended trigger levels. No posting.",FALSE,6/25/2021,"Trinity Lake, Bowerman Buck",,Region 1 - North Coast,NONE,Trinity County Environmental Health,Lake,Detail,41,-123
Trinity,"Trinity Lake, Buckeye",Last verified >30 days ago,7/6/2021,Both,6/25/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Trinity County Environmental Health,NA,Trinity,FALSE,"As part of the Freshwater Harmful Algal Bloom (FHAB) pre-holiday assessments, Trinity County Environmental Health collected samples for cyanotoxin analysis. Results are below.

6/25/2021: Anatoxins, cylindrospermopsins, microcystins and saxitoxins were not detected; no posting.",FALSE,6/25/2021,"Trinity Lake, Buckeye",,Region 1 - North Coast,NONE,Trinity County Environmental Health,Lake,Detail,41,-123
Trinity,"Trinity Lake, Squirrel Flat",Caution,7/27/2021,Observation,7/20/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Trinity County Environmental Health,NA,Trinity,TRUE,"On 7/24/2021, Water Boards received a report of a dog death that occurred after the owners and pet visited the Squirrel Flat area of Trinity Lake. Symptoms were consistent with cyanobacteria exposure. Water Boards notified Trinity County Environmental Health who plans to sample the location during the week of 7/26/2021. Water Boards recommends a CAUTION due to suspected illness. Sample results are pending.",FALSE,7/20/2021,"Trinity Lake, Squirrel Flat",,Region 1 - North Coast,CAUTION,Trinity County Environmental Health,Lake,Detail,41,-123
Trinity,Trinity River above Big Flat,see incident details,7/27/2021,Observation,7/27/2021,,NA,NA,Trinity,FALSE,"Trinity County Environmental Health has posted CAUTION signs due to suspected toxic algae. No samples have been collected at this location to confirm toxicity, however, samples upstream and downstream have identified either cyanobacteria, cyanotoxins or both. Cyanobacteria-related dog illnesses have also been reported in the area. Note that toxic algal mats can detach from bottom surfaces, float and accumulate downstream.",FALSE,7/27/2021,Trinity River above Big Flat,,Region 1 - North Coast,See incident details,,,Detail,41,-123
Trinity,Trinity River above North Fork Confluence,see incident details,7/27/2021,Observation,7/27/2021,,NA,NA,Trinity,FALSE,"Trinity County Environmental Health has posted CAUTION signs due to suspected toxic algae. No samples have been collected at this location to confirm toxicity, however, samples upstream and downstream have identified either cyanobacteria, cyanotoxins or both. Cyanobacteria-related dog illnesses have also been reported in the area. Note that toxic algal mats can detach from bottom surfaces, float and accumulate downstream.",FALSE,7/27/2021,Trinity River above North Fork Confluence,,Region 1 - North Coast,See incident details,,,Detail,41,-123
